service_id,labor_id,labor_type,labor_name,labor_category,labor_price,labor_created_at,labor_start_date,labor_end_date,alfred,shop,created_at,schedule_date,client_type,paying_customer,state_service,start_address_id,start_address_point,end_address_id,end_address_point,city,address_id,address_point,address_name
227836,321884.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-04-03 07:56:02.533000-05:00,2026-01-08 12:17:00-05:00,2026-01-08 13:28:00-05:00,70424.0,,2026-01-08 07:56:02.437000-05:00,2026-01-08 13:00:00-05:00,B2B,45838.0,COMPLETED,130739.0,POINT (-75.56477129999999 6.1883558),102162.0,POINT (-75.564082 6.2082589),1,126965.0,POINT (-75.560277 6.340593500000001),Casa
227838,321888.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 08:08:54.364000-05:00,2026-01-08 09:08:00-05:00,2026-01-08 10:01:00-05:00,5455.0,,2026-01-08 08:08:54.273000-05:00,2026-01-08 09:30:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130774.0,POINT (-75.55557019999999 6.2173366),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa
227862,321918.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 09:06:03.656000-05:00,2026-01-08 11:14:00-05:00,2026-01-08 12:14:00-05:00,10491.0,,2026-01-08 09:06:03.563000-05:00,2026-01-08 11:30:00-05:00,B2B,52311.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130744.0,POINT (-75.5576958 6.210093),1,16770.0,POINT (-75.5948708 6.222133500000001),casa
227867,321923.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 09:25:42.962000-05:00,2026-01-08 13:03:00-05:00,2026-01-08 14:03:00-05:00,5455.0,,2026-01-08 09:25:42.867000-05:00,2026-01-08 14:00:00-05:00,B2B,71459.0,COMPLETED,130461.0,POINT (-75.57377029999999 6.236330100000001),110194.0,POINT (-75.5722457 6.1964519),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa
227898,321960.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 10:55:41.805000-05:00,2026-01-08 14:50:00-05:00,2026-01-08 16:55:00-05:00,20111.0,,2026-01-08 10:55:41.675000-05:00,2026-01-08 16:00:00-05:00,B2B,57949.0,COMPLETED,7485.0,POINT (-75.55127643988114 6.2398819767722795),130797.0,POINT (-75.56910049999999 6.1701307),1,25905.0,POINT (-75.594906 6.190818699999999),Apto
227906,321968.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 11:14:18.898000-05:00,2026-01-08 13:04:00-05:00,2026-01-08 14:33:00-05:00,10491.0,,2026-01-08 11:14:18.807000-05:00,2026-01-08 14:00:00-05:00,B2B,61737.0,COMPLETED,130803.0,POINT (-75.562652 6.220096000000001),130804.0,POINT (-75.5754326 6.237222200000001),1,16770.0,POINT (-75.5948708 6.222133500000001),casa
227914,321978.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-04-03 11:28:19.734000-05:00,2026-01-08 14:33:00-05:00,2026-01-08 16:19:00-05:00,2036.0,,2026-01-08 11:28:19.640000-05:00,2026-01-08 15:30:00-05:00,B2B,25807.0,COMPLETED,117281.0,POINT (-75.56979539999999 6.2198631),130810.0,POINT (-75.5763979 6.203141999999999),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento
227929,321995.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 12:12:02.371000-05:00,2026-01-08 14:24:00-05:00,2026-01-08 16:41:00-05:00,9258.0,,2026-01-08 12:12:02.282000-05:00,2026-01-08 15:30:00-05:00,B2B,26161.0,COMPLETED,16344.0,POINT (-75.6091325 6.157386300000001),130471.0,POINT (-75.5740513 6.219988099999999),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa
227973,322046.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 14:36:54.574000-05:00,2026-01-08 16:19:00-05:00,2026-01-08 17:40:00-05:00,2036.0,,2026-01-08 14:36:54.487000-05:00,2026-01-08 17:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130854.0,POINT (-75.56342339999999 6.1909383),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento
217624,310746.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 08:21:07.890000-05:00,2026-01-09 12:10:00-05:00,2026-01-09 13:34:00-05:00,31857.0,,2026-01-09 08:21:07.822000-05:00,2026-01-09 13:00:00-05:00,B2B,52316.0,COMPLETED,127257.0,POINT (-75.5717967 6.160239999999999),4852.0,POINT (-75.56991479999999 6.2276503),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto
217631,310756.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-03-03 08:47:26.924000-05:00,2026-01-09 15:15:00-05:00,2026-01-09 15:52:00-05:00,10491.0,,2026-01-09 08:47:26.854000-05:00,2026-01-09 16:00:00-05:00,B2B,25807.0,FAILED,117281.0,POINT (-75.56979539999999 6.2198631),128172.0,POINT (-75.5867687 6.2665111),1,16770.0,POINT (-75.5948708 6.222133500000001),casa
217690,310826.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 11:12:24.965000-05:00,2026-01-09 12:02:00-05:00,2026-01-09 13:57:00-05:00,2036.0,,2026-01-09 11:12:24.894000-05:00,2026-01-09 13:00:00-05:00,B2B,21450.0,COMPLETED,28709.0,POINT (-75.5717425 6.2393756),113417.0,POINT (-75.5567952 6.3308569),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento
217698,310834.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 11:20:30.807000-05:00,2026-01-09 14:19:00-05:00,2026-01-09 15:33:00-05:00,70424.0,,2026-01-09 11:20:30.727000-05:00,2026-01-09 15:00:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),94915.0,POINT (-75.55303219999999 6.198942300000001),1,126965.0,POINT (-75.560277 6.340593500000001),Casa
217702,310838.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 11:22:14.914000-05:00,2026-01-09 14:10:00-05:00,2026-01-09 15:36:00-05:00,9258.0,,2026-01-09 11:22:14.842000-05:00,2026-01-09 15:00:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),127536.0,POINT (-75.5655061 6.191173400000001),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa
217719,310855.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 12:15:44.540000-05:00,2026-01-09 13:22:00-05:00,2026-01-09 14:49:00-05:00,10491.0,,2026-01-09 12:15:44.473000-05:00,2026-01-09 14:00:00-05:00,B2B,25091.0,COMPLETED,65809.0,POINT (-75.5856104 6.183108199999999),65808.0,POINT (-75.5753438 6.1759242),1,16770.0,POINT (-75.5948708 6.222133500000001),casa
217727,310863.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 12:39:39.884000-05:00,2026-01-09 14:18:00-05:00,2026-01-09 17:07:00-05:00,2036.0,,2026-01-09 12:39:39.808000-05:00,2026-01-09 15:30:00-05:00,B2B,20247.0,COMPLETED,3128.0,POINT (-75.5814053 6.214877200000001),36148.0,POINT (-75.5591359 6.1836269),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento
217887,311037.0,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 17:17:24.491000-05:00,2026-01-09 16:00:00-05:00,2026-01-09 16:00:00-05:00,2036.0,,2026-01-09 17:17:24.432000-05:00,2026-01-09 16:00:00-05:00,B2B,20247.0,COMPLETED,3128.0,POINT (-75.5814053 6.214877200000001),3128.0,POINT (-75.5814053 6.214877200000001),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento
