service_id,labor_id,labor_type,labor_name,labor_category,labor_price,labor_created_at,labor_start_date,labor_end_date,alfred,shop,created_at,schedule_date,client_type,paying_customer,state_service,start_address_id,start_address_point,end_address_id,end_address_point,city,address_id,address_point,address_name
227008,320982.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-01 09:12:13.738000-05:00,2025-09-11 13:13:00-05:00,2025-09-11 14:51:00-05:00,9258.0,,2025-04-01 09:12:13.658000-05:00,2025-09-11 14:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),119738.0,POINT (-75.57907089999999 6.25308),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa
227064,321047.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-01 11:14:43.849000-05:00,2025-09-11 08:58:00-05:00,2025-09-11 10:18:00-05:00,70424.0,,2025-04-01 11:14:43.755000-05:00,2025-09-11 10:00:00-05:00,B2B,71157.0,COMPLETED,88125.0,POINT (-75.55954 6.213297000000001),4852.0,POINT (-75.56991479999999 6.2276503),1,126965.0,POINT (-75.560277 6.340593500000001),Casa
227138,321139.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-04-01 14:58:23.545000-05:00,2025-09-11 06:05:00-05:00,2025-09-11 08:09:00-05:00,70424.0,,2025-04-01 14:58:23.460000-05:00,2025-09-11 07:00:00-05:00,B2B,62511.0,COMPLETED,130623.0,POINT (-75.557794 6.322076999999998),102162.0,POINT (-75.564082 6.2082589),1,126965.0,POINT (-75.560277 6.340593500000001),Casa
227169,321179.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-01 15:53:49.486000-05:00,2025-09-11 05:50:00-05:00,2025-09-11 08:21:00-05:00,5455.0,,2025-04-01 15:53:49.404000-05:00,2025-09-11 07:00:00-05:00,B2B,71157.0,COMPLETED,113526.0,POINT (-75.545807 6.1747933),4852.0,POINT (-75.56991479999999 6.2276503),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa
227170,321180.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-01 15:55:14.495000-05:00,2025-09-11 15:52:00-05:00,2025-09-11 18:06:00-05:00,5455.0,,2025-04-01 15:55:14.418000-05:00,2025-09-11 16:30:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),113526.0,POINT (-75.545807 6.1747933),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa
227442,321466.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-04-02 08:55:11.876000-05:00,2025-09-11 07:11:00-05:00,2025-09-11 08:41:00-05:00,9258.0,,2025-04-02 08:55:11.790000-05:00,2025-09-11 08:00:00-05:00,B2B,62511.0,COMPLETED,130669.0,POINT (-75.56115299999999 6.1790162),102162.0,POINT (-75.564082 6.2082589),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa
227454,321481.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-04-02 09:34:09.809000-05:00,2025-09-11 12:50:00-05:00,2025-09-11 13:44:00-05:00,4555.0,,2025-04-02 09:34:09.730000-05:00,2025-09-11 13:00:00-05:00,B2B,69668.0,COMPLETED,130679.0,POINT (-75.57566829999999 6.2153768),130680.0,POINT (-75.57430579999999 6.2025602),1,,,
227844,321897.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 08:36:50.418000-05:00,2025-09-11 09:57:00-05:00,2025-09-11 11:51:00-05:00,4554.0,,2025-04-03 08:36:50.315000-05:00,2025-09-11 11:00:00-05:00,B2B,71157.0,COMPLETED,130777.0,POINT (-75.55785159999999 6.1829066),4852.0,POINT (-75.56991479999999 6.2276503),1,,,
227845,321898.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 08:37:41.490000-05:00,2025-09-11 13:54:00-05:00,2025-09-11 15:18:00-05:00,5455.0,,2025-04-03 08:37:41.398000-05:00,2025-09-11 14:30:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130777.0,POINT (-75.55785159999999 6.1829066),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa
227954,322025.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,65004.0,2025-04-03 13:44:18.190000-05:00,2025-09-11 08:22:00-05:00,2025-09-11 10:34:00-05:00,5455.0,,2025-04-03 13:44:18.135000-05:00,2025-09-11 09:00:00-05:00,B2B,61815.0,COMPLETED,110158.0,POINT (-75.5717335 6.2027526),126335.0,POINT (-75.6010649 6.1622762),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa
