city,date,batch_id,seed,num_inserted,vt_labors,extra_time,dist,valid
149,2026-11-11,1,1,3,37,1329.0,229.41,True
149,2026-11-11,1,3,3,37,1329.0,230.31,True
149,2026-11-11,1,4,3,37,1329.0,236.21,True
149,2026-11-11,1,2,3,37,1329.0,244.77,True
149,2026-11-11,1,5,3,37,1329.0,252.24,True
149,2026-11-11,1,6,3,37,1329.0,235.31,True
149,2026-11-11,1,8,3,37,1329.0,243.87,True
149,2026-11-11,1,7,3,37,1329.0,236.11,True
149,2026-11-11,1,9,3,37,1329.0,248.22,True
149,2026-11-11,1,11,3,37,1329.0,233.93,True
149,2026-11-11,1,10,3,37,1329.0,251.92,True
149,2026-11-11,1,12,3,37,1329.0,233.93,True
149,2026-11-11,1,13,3,37,1329.0,245.78,True
149,2026-11-11,1,14,3,37,1329.0,252.05,True
149,2026-11-11,1,15,3,37,1329.0,256.89,True
149,2026-11-11,1,16,3,37,1329.0,251.98,True
149,2026-11-11,1,17,3,37,1329.0,235.31,True
149,2026-11-11,1,18,3,37,1329.0,252.24,True
149,2026-11-11,1,19,3,37,1329.0,265.58,True
149,2026-11-11,1,22,3,37,1329.0,243.87,True
149,2026-11-11,1,20,3,37,1329.0,244.13,True
149,2026-11-11,1,21,3,37,1329.0,247.31,True
149,2026-11-11,1,23,3,37,1329.0,230.23,True
149,2026-11-11,1,24,3,37,1329.0,243.87,True
149,2026-11-11,1,25,3,37,1329.0,235.31,True
149,2026-11-11,1,26,3,37,1329.0,229.98,True
149,2026-11-11,1,28,3,37,1329.0,251.35,True
149,2026-11-11,1,27,3,37,1329.0,234.35,True
149,2026-11-11,1,29,3,37,1329.0,229.52,True
149,2026-11-11,1,31,3,37,1329.0,229.84,True
149,2026-11-11,1,30,3,37,1329.0,243.87,True
149,2026-11-11,1,32,3,37,1329.0,235.93,True
149,2026-11-11,1,33,3,37,1329.0,256.89,True
149,2026-11-11,1,34,3,37,1329.0,223.73,True
149,2026-11-11,1,35,3,37,1329.0,230.02,True
149,2026-11-11,1,36,3,37,1329.0,230.94,True
149,2026-11-11,1,37,3,37,1329.0,270.78,True
149,2026-11-11,1,38,3,37,1329.0,237.46,True
149,2026-11-11,1,39,3,37,1329.0,246.41,True
149,2026-11-11,1,40,3,37,1329.0,233.75,True
149,2026-11-11,1,41,3,37,1329.0,257.25,True
149,2026-11-11,1,42,3,37,1329.0,235.31,True
149,2026-11-11,1,43,3,37,1329.0,250.76,True
149,2026-11-11,1,44,3,37,1329.0,251.62,True
149,2026-11-11,1,46,3,37,1329.0,257.25,True
