city,date,batch_id,seed,num_inserted,vt_labors,extra_time,dist,valid
149,2026-11-11,2,2,2,98,2597.2,450.34,True
149,2026-11-11,2,1,2,98,2597.2,468.12,True
149,2026-11-11,2,7,2,98,2597.2,446.8,True
149,2026-11-11,2,4,2,98,2597.2,445.8,True
149,2026-11-11,2,3,2,98,2597.2,443.04,True
149,2026-11-11,2,6,2,98,2597.2,440.12,True
149,2026-11-11,2,8,2,98,2597.2,438.82,True
149,2026-11-11,2,9,2,98,2597.2,446.8,True
149,2026-11-11,2,5,2,98,2597.2,445.82,True
149,2026-11-11,2,11,2,98,2597.2,449.1,True
149,2026-11-11,2,10,2,98,2597.2,445.26,True
149,2026-11-11,2,13,2,98,2597.2,450.32,True
149,2026-11-11,2,12,2,98,2597.2,450.32,True
149,2026-11-11,2,16,2,98,2597.2,444.84,True
149,2026-11-11,2,15,2,98,2597.2,450.34,True
149,2026-11-11,2,18,2,98,2597.2,466.14,True
149,2026-11-11,2,14,2,98,2597.2,446.82,True
149,2026-11-11,2,17,2,98,2597.2,447.13,True
149,2026-11-11,2,19,2,98,2597.2,442.57,True
149,2026-11-11,2,20,2,98,2597.2,443.04,True
149,2026-11-11,2,21,2,98,2597.2,436.37,True
149,2026-11-11,2,22,2,98,2597.2,438.82,True
149,2026-11-11,2,26,2,98,2597.2,449.08,True
149,2026-11-11,2,23,2,98,2597.2,444.84,True
149,2026-11-11,2,25,2,98,2597.2,444.16,True
149,2026-11-11,2,24,2,98,2597.2,442.18,True
149,2026-11-11,2,27,2,98,2597.2,447.13,True
149,2026-11-11,2,29,2,98,2597.2,449.08,True
149,2026-11-11,2,28,2,98,2597.2,443.04,True
149,2026-11-11,2,31,2,98,2597.2,442.06,True
149,2026-11-11,2,30,2,98,2597.2,452.27,True
149,2026-11-11,2,32,2,98,2597.2,442.06,True
149,2026-11-11,2,33,2,98,2597.2,446.82,True
149,2026-11-11,2,34,2,98,2597.2,468.12,True
149,2026-11-11,2,35,2,98,2597.2,456.09,True
149,2026-11-11,2,36,2,98,2597.2,438.16,True
149,2026-11-11,2,37,2,98,2597.2,438.82,True
149,2026-11-11,2,39,2,98,2597.2,444.84,True
149,2026-11-11,2,38,2,98,2597.2,449.57,True
149,2026-11-11,2,40,2,98,2597.2,448.36,True
149,2026-11-11,2,42,2,98,2597.2,452.81,True
149,2026-11-11,2,41,2,98,2597.2,445.26,True
149,2026-11-11,2,43,2,98,2597.2,446.82,True
149,2026-11-11,2,45,2,98,2597.2,450.32,True
149,2026-11-11,2,44,2,98,2597.2,456.09,True
149,2026-11-11,2,47,2,98,2597.2,448.36,True
149,2026-11-11,2,46,2,98,2597.2,440.13,True
149,2026-11-11,2,48,2,98,2597.2,452.81,True
149,2026-11-11,2,50,2,98,2597.2,444.84,True
149,2026-11-11,2,49,2,98,2597.2,450.34,True
149,2026-11-11,2,52,2,98,2597.2,446.82,True
149,2026-11-11,2,51,2,98,2597.2,443.84,True
149,2026-11-11,2,53,2,98,2597.2,446.79,True
149,2026-11-11,2,54,2,98,2597.2,443.06,True
149,2026-11-11,2,55,2,98,2597.2,438.16,True
149,2026-11-11,2,56,2,98,2597.2,447.12,True
149,2026-11-11,2,57,2,98,2597.2,440.13,True
149,2026-11-11,2,58,2,98,2597.2,446.81,True
149,2026-11-11,2,60,2,98,2597.2,446.81,True
149,2026-11-11,2,59,2,98,2597.2,443.21,True
149,2026-11-11,2,61,2,98,2597.2,436.37,True
149,2026-11-11,2,62,2,98,2597.2,475.11,True
149,2026-11-11,2,63,2,98,2597.2,464.36,True
149,2026-11-11,2,64,2,98,2597.2,449.1,True
149,2026-11-11,2,65,2,98,2597.2,443.84,True
149,2026-11-11,2,66,2,98,2597.2,443.04,True
149,2026-11-11,2,67,2,98,2597.2,443.3,True
149,2026-11-11,2,68,2,98,2597.2,446.8,True
149,2026-11-11,2,69,2,98,2597.2,446.82,True
149,2026-11-11,2,70,2,98,2597.2,446.82,True
149,2026-11-11,2,71,2,98,2597.2,457.33,True
149,2026-11-11,2,72,2,98,2597.2,452.81,True
149,2026-11-11,2,73,2,98,2597.2,446.79,True
149,2026-11-11,2,75,2,98,2597.2,451.15,True
149,2026-11-11,2,74,2,98,2597.2,446.81,True
149,2026-11-11,2,76,2,98,2597.2,438.82,True
149,2026-11-11,2,77,2,98,2597.2,436.37,True
149,2026-11-11,2,78,2,98,2597.2,444.84,True
149,2026-11-11,2,80,2,98,2597.2,475.11,True
149,2026-11-11,2,79,2,98,2597.2,446.8,True
149,2026-11-11,2,81,2,98,2597.2,446.8,True
149,2026-11-11,2,82,2,98,2597.2,464.36,True
149,2026-11-11,2,85,2,98,2597.2,464.36,True
149,2026-11-11,2,83,2,98,2597.2,444.21,True
149,2026-11-11,2,84,2,98,2597.2,453.82,True
149,2026-11-11,2,86,2,98,2597.2,442.06,True
149,2026-11-11,2,87,2,98,2597.2,444.21,True
149,2026-11-11,2,89,2,98,2597.2,443.3,True
149,2026-11-11,2,88,2,98,2597.2,450.32,True
149,2026-11-11,2,90,2,98,2597.2,445.26,True
149,2026-11-11,2,91,2,98,2597.2,443.3,True
149,2026-11-11,2,92,2,98,2597.2,468.12,True
149,2026-11-11,2,93,2,98,2597.2,447.12,True
149,2026-11-11,2,94,2,98,2597.2,451.15,True
149,2026-11-11,2,96,2,98,2597.2,445.8,True
149,2026-11-11,2,95,2,98,2597.2,443.21,True
149,2026-11-11,2,97,2,98,2597.2,443.06,True
149,2026-11-11,2,98,2,98,2597.2,444.83,True
149,2026-11-11,2,99,2,98,2597.2,440.13,True
149,2026-11-11,2,100,2,98,2597.2,450.32,True
149,2026-11-11,2,101,2,98,2597.2,447.13,True
149,2026-11-11,2,102,2,98,2597.2,438.82,True
149,2026-11-11,2,103,2,98,2597.2,441.52,True
149,2026-11-11,2,105,2,98,2597.2,452.27,True
149,2026-11-11,2,104,2,98,2597.2,446.81,True
149,2026-11-11,2,106,2,98,2597.2,443.84,True
149,2026-11-11,2,108,2,98,2597.2,440.13,True
149,2026-11-11,2,107,2,98,2597.2,446.8,True
149,2026-11-11,2,109,2,98,2597.2,456.09,True
149,2026-11-11,2,110,2,98,2597.2,446.8,True
149,2026-11-11,2,112,2,98,2597.2,449.57,True
149,2026-11-11,2,111,2,98,2597.2,443.06,True
149,2026-11-11,2,113,2,98,2597.2,446.81,True
149,2026-11-11,2,114,2,98,2597.2,440.6,True
149,2026-11-11,2,115,2,98,2597.2,440.4,True
149,2026-11-11,2,116,2,98,2597.2,440.4,True
149,2026-11-11,2,117,2,98,2597.2,447.13,True
149,2026-11-11,2,118,2,98,2597.2,438.16,True
149,2026-11-11,2,119,2,98,2597.2,451.15,True
149,2026-11-11,2,120,2,98,2597.2,445.34,True
149,2026-11-11,2,121,2,98,2597.2,452.27,True
149,2026-11-11,2,123,2,98,2597.2,451.15,True
149,2026-11-11,2,122,2,98,2597.2,445.34,True
149,2026-11-11,2,124,2,98,2597.2,466.14,True
149,2026-11-11,2,125,2,98,2597.2,444.84,True
149,2026-11-11,2,126,2,98,2597.2,444.21,True
149,2026-11-11,2,127,2,98,2597.2,441.52,True
149,2026-11-11,2,128,2,98,2597.2,447.13,True
149,2026-11-11,2,129,2,98,2597.2,442.06,True
149,2026-11-11,2,130,2,98,2597.2,441.52,True
149,2026-11-11,2,131,2,98,2597.2,445.82,True
149,2026-11-11,2,132,2,98,2597.2,444.83,True
149,2026-11-11,2,134,2,98,2597.2,450.34,True
149,2026-11-11,2,133,2,98,2597.2,464.36,True
149,2026-11-11,2,135,2,98,2597.2,444.16,True
149,2026-11-11,2,136,2,98,2597.2,443.3,True
149,2026-11-11,2,137,2,98,2597.2,444.84,True
149,2026-11-11,2,138,2,98,2597.2,457.33,True
149,2026-11-11,2,139,2,98,2597.2,442.06,True
149,2026-11-11,2,140,2,98,2597.2,453.82,True
149,2026-11-11,2,141,2,98,2597.2,443.84,True
149,2026-11-11,2,142,2,98,2597.2,440.13,True
149,2026-11-11,2,143,2,98,2597.2,446.79,True
149,2026-11-11,2,144,2,98,2597.2,441.52,True
149,2026-11-11,2,145,2,98,2597.2,442.18,True
149,2026-11-11,2,146,2,98,2597.2,441.52,True
